sequence,mode,tracking_ratio,trajectory_ratio,se3_rmse_m,sim3_rmse_m,sim3_scale,path_ratio_est_over_gt,tracking_frames,frames_total,failure_updates,relocalization_frames,paused_frames
MH_01_easy,mono,0.9948397609994568,0.9462248777838131,3.2559353115176743,0.16273608403853013,0.5662652787028152,1.747772715559658,3663,3682,6,5,1
MH_01_easy,mono-imu,0.9983704508419338,0.9581749049429658,0.09842912487701086,0.08081408053873082,1.0133497421085575,1.0089364760908648,3676,3682,0,0,0
