sequence,svo_status,svo_tracking_ratio,svo_trajectory_ratio,svo_se3_rmse_m,svo_sim3_rmse_m,svo_sim3_scale,svo_path_ratio_est_over_gt,da3_run_name,da3_match_count,da3_se3_rmse_m,da3_sim3_rmse_m,da3_sim3_scale,da3_path_ratio_est_over_gt,winner_by_sim3
freiburg1_desk,ok,0.9184339314845025,0.7911908646003263,0.5590528950042642,0.4873097985819411,0.7168616712811288,1.0496802592136534,freiburg1_desk__fps2__chunk30__overlap15__loop,40,0.20919840485176255,0.02031865029355837,1.3121800313611391,0.7577252324792291,DA3
freiburg1_room,ok,0.855359765051395,0.5961820851688693,0.950163253955712,0.9374400839079784,0.737374723354134,0.9392133035046215,freiburg1_room__fps3__chunk30__overlap15__loop,130,0.46227053989717404,0.08321338580122875,1.8136952757884726,0.581060238554277,DA3
freiburg1_xyz,ok,0.9899749373433584,0.8984962406015038,0.11948348954280703,0.11639397506852235,1.2208880906799464,0.620822762017054,freiburg1_xyz__fps2__chunk30__overlap15__loop,52,0.055788904664054784,0.01070286086033377,1.4186829069285558,0.7063606410871872,DA3
freiburg3_cabinet,empty_estimate,0.0,0.0,,,,,freiburg3_cabinet__fps2__chunk30__overlap15__loop,75,0.3066574497576749,0.014729647930249796,1.3159263526881104,0.7617772721788624,DA3
freiburg3_large_cabinet,ok,0.4638971315529179,0.4035608308605341,1.3920686625705103,0.4094442946242728,4.526795320985524,0.27366750004822016,freiburg3_large_cabinet__fps2__chunk30__overlap15__loop,67,1.6949058961059607,0.03026334355854789,3.7380390310681926,0.2672141116239525,DA3
freiburg3_teddy,ok,0.9593192195931922,0.9215442092154421,0.6393884666353066,0.456625209787722,0.5848048761260166,1.299356181436526,freiburg3_teddy__fps3__chunk30__overlap15__loop,230,0.04508696431110323,0.026436242919577878,0.9554846659166959,1.0508111727719842,DA3
