run_name,run_dir,frame_base,fps,fps_value,chunk_size,overlap,chunk_overlap_label,loop_enable,gpu_samples,duration_s,gpu_mean_util_percent,gpu_peak_util_percent,gpu_mean_mem_used_mb,gpu_peak_mem_used_mb,gpu_mean_mem_total_mb,gpu_mean_mem_used_percent,gpu_peak_mem_used_percent,gpu_mean_power_w,gpu_peak_power_w,gpu_mean_temp_c,gpu_peak_temp_c
freiburg1_xyz__fps2__chunk30__overlap15__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg1_xyz__fps2__chunk30__overlap15__loop,freiburg1_xyz,2,2.0,30,15,30/15,True,22,21.001,34.0,100.0,3033.8636363636365,10502.0,12282.0,24.70170685852171,85.5072463768116,67.86045454545454,179.07,45.36363636363637,61.0
freiburg1_xyz__fps3__chunk10__overlap5__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg1_xyz__fps3__chunk10__overlap5__loop,freiburg1_xyz,3,3.0,10,5,10/5,True,31,30.001,39.774193548387096,100.0,3636.032258064516,8835.0,12282.0,29.60456161915418,71.93453834880313,78.97064516129032,155.24,47.03225806451613,61.0
freiburg1_xyz__fps3__chunk20__overlap10__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg1_xyz__fps3__chunk20__overlap10__loop,freiburg1_xyz,3,3.0,20,10,20/10,True,31,30.001,53.61290322580645,100.0,3669.8064516129034,9673.0,12282.0,29.87955098202983,78.7575313466862,77.44580645161291,176.29,46.516129032258064,61.0
freiburg1_xyz__fps3__chunk30__overlap15__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg1_xyz__fps3__chunk30__overlap15__loop,freiburg1_xyz,3,3.0,30,15,30/15,True,31,30.001,35.41935483870968,100.0,4233.225806451613,10639.0,12282.0,34.466909350688915,86.62269988601206,79.97709677419354,182.68,47.16129032258065,63.0
freiburg1_xyz__fps5__chunk10__overlap5__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg1_xyz__fps5__chunk10__overlap5__loop,freiburg1_xyz,5,5.0,10,5,10/5,True,45,44.0,41.53333333333333,100.0,4327.288888888889,8899.0,12282.0,35.23277063091426,72.45562611952451,88.22133333333333,163.76,47.022222222222226,62.0
freiburg1_xyz__fps5__chunk20__overlap10__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg1_xyz__fps5__chunk20__overlap10__loop,freiburg1_xyz,5,5.0,20,10,20/10,True,46,45.001,41.65217391304348,100.0,3841.8478260869565,9677.0,12282.0,31.280311236663056,78.79009933235629,87.20804347826088,186.04,49.19565217391305,63.0
freiburg1_xyz__fps5__chunk30__overlap15__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg1_xyz__fps5__chunk30__overlap15__loop,freiburg1_xyz,5,5.0,30,15,30/15,True,46,45.001,55.95652173913044,100.0,4729.45652173913,10649.0,12282.0,38.50721805682405,86.70411985018727,89.18652173913043,185.39,49.93478260869565,64.0
freiburg3_cabinet__fps2__chunk10__overlap5__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg3_cabinet__fps2__chunk10__overlap5__loop,freiburg3_cabinet,2,2.0,10,5,10/5,True,30,29.001,35.333333333333336,100.0,3037.5,8823.0,12282.0,24.731314118221785,71.83683439179288,73.286,151.08,46.56666666666667,61.0
freiburg3_cabinet__fps2__chunk20__overlap10__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg3_cabinet__fps2__chunk20__overlap10__loop,freiburg3_cabinet,2,2.0,20,10,20/10,True,28,27.001,38.82142857142857,100.0,4025.535714285714,9667.0,12282.0,32.77589736431945,78.70867936818108,76.78214285714286,186.5,47.857142857142854,61.0
freiburg3_cabinet__fps2__chunk30__overlap15__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg3_cabinet__fps2__chunk30__overlap15__loop,freiburg3_cabinet,2,2.0,30,15,30/15,True,28,27.0,32.57142857142857,100.0,4202.464285714285,10633.0,12282.0,34.21644915904808,86.57384790750692,79.11321428571429,182.03,46.75,62.0
freiburg3_cabinet__fps3__chunk10__overlap5__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg3_cabinet__fps3__chunk10__overlap5__loop,freiburg3_cabinet,3,3.0,10,5,10/5,True,37,36.001,47.891891891891895,100.0,3422.4864864864867,8793.0,12282.0,27.86587271198898,71.59257449926723,83.01945945945945,154.4,48.513513513513516,60.0
freiburg3_cabinet__fps3__chunk20__overlap10__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg3_cabinet__fps3__chunk20__overlap10__loop,freiburg3_cabinet,3,3.0,20,10,20/10,True,38,37.001,38.55263157894737,100.0,4040.2894736842104,9643.0,12282.0,32.89602242048698,78.51327145416056,84.89657894736843,186.74,47.78947368421053,63.0
freiburg3_cabinet__fps3__chunk30__overlap15__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg3_cabinet__fps3__chunk30__overlap15__loop,freiburg3_cabinet,3,3.0,30,15,30/15,True,37,36.001,43.567567567567565,100.0,4434.918918918919,10639.0,12282.0,36.1090939498365,86.62269988601206,86.02864864864864,184.89,48.486486486486484,62.0
freiburg3_cabinet__fps5__chunk10__overlap5__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg3_cabinet__fps5__chunk10__overlap5__loop,freiburg3_cabinet,5,5.0,10,5,10/5,True,56,55.001,43.42857142857143,100.0,4052.75,8839.0,12282.0,32.99747598111057,71.96710633447321,89.82339285714285,153.77,49.5,63.0
freiburg3_cabinet__fps5__chunk20__overlap10__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg3_cabinet__fps5__chunk20__overlap10__loop,freiburg3_cabinet,5,5.0,20,10,20/10,True,57,56.001,35.03508771929825,100.0,4418.087719298245,9710.0,12282.0,35.972054382822385,79.0587852141345,92.76070175438596,185.13,49.85964912280702,64.0
freiburg3_cabinet__fps5__chunk30__overlap15__loop,/home/qcar/Documents/Diyari_M_salih_2026/mono3d-benchmark/outputs/reconstructions/depth_anything_3/hall_da3_large_matrix/runs/freiburg3_cabinet__fps5__chunk30__overlap15__loop,freiburg3_cabinet,5,5.0,30,15,30/15,True,56,55.001,45.964285714285715,100.0,4898.928571428572,10669.0,12282.0,39.88705887826553,86.8669597785377,92.20392857142858,184.71,48.5,64.0
